0.0100000000   0.9999332805
0.0104712855   0.9999268948
0.0109647820   0.9999198439
0.0114815362   0.9999120450
0.0120226443   0.9999035010
0.0125892541   0.9998942592
0.0131825674   0.9998840584
0.0138038426   0.9998732569
0.0144543977   0.9998606241
0.0151356125   0.9998473238
0.0158489319   0.9998327929
0.0165958691   0.9998163987
0.0173780083   0.9997987892
0.0181970086   0.9997793435
0.0190546072   0.9997578917
0.0199526231   0.9997340867
0.0208929613   0.9997095074
0.0218776162   0.9996815519
0.0229086765   0.9996499032
0.0239883292   0.9996170711
0.0251188643   0.9995793995
0.0263026799   0.9995385679
0.0275422870   0.9994938281
0.0288403150   0.9994439212
0.0301995172   0.9993914484
0.0316227766   0.9993334387
0.0331131121   0.9992684096
0.0346736850   0.9991982507
0.0363078055   0.9991215279
0.0380189396   0.9990374634
0.0398107171   0.9989445219
0.0416869383   0.9988394310
0.0436515832   0.9987280764
0.0457088190   0.9986075625
0.0478630092   0.9984738864
0.0501187234   0.9983282989
0.0524807460   0.9981603075
0.0549540874   0.9979864089
0.0575439937   0.9977891694
0.0602559586   0.9975877663
0.0630957344   0.9973431109
0.0660693448   0.9970838852
0.0691830971   0.9967965047
0.0724435960   0.9965098160
0.0758577575   0.9961643721
0.0794328235   0.9957955698
0.0831763771   0.9953754723
0.0870963590   0.9949585496
0.0912010839   0.9944410981
0.0954992586   0.9939368327
0.1000000000   0.9933371145
0.1047128548   0.9926909895
0.1096478196   0.9919762901
0.1148153621   0.9911944437
0.1202264435   0.9903699628
0.1258925412   0.9894285897
0.1318256739   0.9883949426
0.1380384265   0.9873169418
0.1445439771   0.9860814563
0.1513561248   0.9847457226
0.1584893192   0.9832586454
0.1659586907   0.9816727987
0.1737800829   0.9799155095
0.1819700859   0.9779527614
0.1905460718   0.9757707715
0.1995262315   0.9734535213
0.2089296131   0.9708854962
0.2187761624   0.9680608390
0.2290867653   0.9650264841
0.2398832919   0.9615350424
0.2511886432   0.9578944886
0.2630267992   0.9539182304
0.2754228703   0.9493148316
0.2884031503   0.9446431430
0.3019951720   0.9392090282
0.3162277660   0.9332581976
0.3311311215   0.9267088719
0.3467368505   0.9198077113
0.3630780548   0.9120052869
0.3801893963   0.9035815782
0.3981071706   0.8942465699
0.4168693835   0.8843103767
0.4365158322   0.8731386810
0.4570881896   0.8610589339
0.4786300923   0.8476008982
0.5011872336   0.8327949711
0.5248074602   0.8172922896
0.5495408739   0.7999651051
0.5754399373   0.7820280735
0.6025595861   0.7615783445
0.6309573445   0.7399829074
0.6606934480   0.7183498946
0.6918309709   0.6953829713
0.7244359601   0.6693490078
0.7585775750   0.6447768450
0.7943282347   0.6175578692
0.8317637711   0.5919093944
0.8709635900   0.5632575116
0.9120108394   0.5370170508
0.9549925860   0.5095690432
1.0000000000   0.4823796973
1.0471285481   0.4553563571
1.0964781961   0.4291913970
1.1481536215   0.4028651146
1.2022644346   0.3781751561
1.2589254118   0.3527418640
1.3182567386   0.3285944021
1.3803842646   0.3065886323
1.4454397707   0.2863441194
1.5135612484   0.2655978851
1.5848931925   0.2469893142
1.6595869074   0.2281968708
1.7378008287   0.2123300589
1.8197008586   0.1957433218
1.9054607180   0.1806834740
1.9952623150   0.1674708281
2.0892961309   0.1538573512
2.1877616239   0.1410126236
2.2908676528   0.1307780015
2.3988329190   0.1205923927
2.5118864315   0.1107878055
2.6302679919   0.1004293650
2.7542287033   0.0933501593
2.8840315031   0.0849903067
3.0199517204   0.0793657303
3.1622776602   0.0703928293
3.3113112148   0.0659084836
3.4673685045   0.0610805064
3.6307805477   0.0541299392
3.8018939632   0.0493380782
3.9810717055   0.0466551730
4.1686938347   0.0419735563
4.3651583224   0.0376034812
4.5708818961   0.0347698217
4.7863009232   0.0314385432
5.0118723363   0.0298549803
5.2480746025   0.0272001953
5.4954087386   0.0238318631
5.7543993734   0.0217078380
6.0255958607   0.0211930667
6.3095734448   0.0184137959
6.6069344801   0.0160480538
6.9183097092   0.0150014421
7.2443596007   0.0144588338
7.5857757503   0.0131887268
7.9432823472   0.0125112332
8.3176377110   0.0107487898
8.7096358996   0.0095117378
9.1201083936   0.0086108587
9.5499258602   0.0082254969
10.0000000000   0.0083132147
10.4712854805   0.0070650259
10.9647819614   0.0060945143
11.4815362150   0.0058873706
12.0226443462   0.0045799626
12.5892541179   0.0050318022
13.1825673856   0.0037224790
13.8038426460   0.0037414686
14.4543977075   0.0050845133
15.1356124844   0.0036269654
15.8489319246   0.0039985347
16.5958690744   0.0011809569
17.3780082875   0.0028435723
18.1970085861   0.0013183952
19.0546071796   0.0031664512
19.9526231497   0.0024383726
20.8929613085   0.0017791723
21.8776162395   0.0011202861
22.9086765277   0.0015370895
23.9883291902   0.0008141667
25.1188643151   0.0012854939
26.3026799190   0.0022460923
27.5422870334   0.0013010978
28.8403150313   0.0023596724
